DateTime;KOELGLEID_MSP_A.MSPChanged;KOELING_BAK:0310TT110.MEAS;KOELING_BAK:0310TT120.MEAS;KOELING_BAK:0310TT121.MEAS;KrachtMeting_MP1.KrachtMeting;KrachtMeting_MP1.KrachtMeting.Average
1-9-2019 23:00;1;13.94266987;18.80220795;15.2418108;9.606575833;409.1838367
1-10-2019 00:00;1;13.81329346;17.33356857;13.10509396;10.68315722;280.9285939
1-10-2019 01:00;1;13.81329346;17.33356857;13.10509396;11.75096972;451.5589378
1-10-2019 02:00;1;13.81329346;17.33356857;13.10509396;13.85817972;186.8649361
1-10-2019 03:00;1;13.81329346;17.33356857;13.10509396;44.63951028;254.4493717
1-10-2019 04:00;1;13.81329346;17.33356857;13.10509396;13.16531111;392.8308836
1-10-2019 05:00;1;13.81329346;17.33356857;13.10509396;4.538576944;-6
1-10-2019 06:00;1;13.81329346;17.33356857;13.10509396;4.199119444;-6
1-10-2019 07:00;1;13.81329346;17.33356857;13.10509396;5.788631111;48.42337417
1-10-2019 08:00;1;13.81329346;17.33356857;13.10509396;20.72527;612.9414419
1-10-2019 09:00;1;13.81329346;17.33356857;13.2943565;13.88455417;355.3709194
1-10-2019 10:00;1;13.81329346;17.33356857;14.2078619;32.53583306;539.7764103
1-10-2019 11:00;1;13.81329346;17.33356857;14.2078619;30.57746639;530.2340803
1-10-2019 12:00;1;13.81329346;17.33356857;14.2078619;31.11144139;493.4253167
1-10-2019 13:00;1;13.81329346;17.33356857;14.2078619;35.17565278;653.3187706
1-10-2019 14:00;1;13.81329346;17.33356857;14.2078619;31.92437417;607.8455186
1-10-2019 15:00;1;13.81329346;17.33356857;14.2078619;23.28767278;428.6567942
1-10-2019 16:00;1;13.81329346;17.33356857;14.2078619;23.99795472;427.2808831
1-10-2019 17:00;1;13.81329346;17.69514821;14.2078619;27.45131806;446.1890067
1-10-2019 18:00;1;13.81329346;18.38571548;14.2078619;23.11787583;507.0095031
1-10-2019 19:00;1;13.81329346;18.38571548;14.2078619;27.20238361;550.3771689
1-10-2019 20:00;1;13.81329346;18.38571548;14.2078619;25.40959861;528.9525647
1-10-2019 21:00;1;13.81329346;18.38571548;14.2078619;26.40825667;544.3534756
1-10-2019 22:00;1;13.81329346;18.38571548;14.2078619;26.64037917;557.6950131
1-10-2019 23:00;1;13.81329346;18.38571548;14.2078619;27.86278389;555.9894914
1-11-2019 00:00;1;13.59485622;12.56970764;14.82985973;23.51723972;326.9552842
1-11-2019 01:00;1;13.688194;12.56094433;14.82985973;24.03428417;347.5216461
1-11-2019 02:00;1;13.51340656;12.46568516;14.82985973;23.15402111;347.5200825
1-11-2019 03:00;1;13.66677337;12.40406929;14.82985973;19.535655;353.4061908
1-11-2019 04:00;1;13.61960135;12.30008063;14.82985973;4.422333056;338
1-11-2019 05:00;1;13.64399509;12.19740526;14.82985973;4.002508889;338
1-11-2019 06:00;1;13.71417246;12.12061558;14.82985973;4;338
