DateTime;ADDITIEF:0320LT130.PNT;ADDITIEF:0320LT230.PNT;ADDITIEF:0320LT310.PNT;ADDITIEF:0320LT333.PNT;ADDITIEF:0320WT010.PNT
1-7-2019 23:00;55.0006049;70.2846837;96.7847708;56.5012436;159.3719673
1-8-2019 0:00;-1.3125;4.057889972;3.464857121;70.95623949;0.109110418
1-8-2019 1:00;-1.3125;4.047158874;3.347602472;71.04503442;0.161753808
1-8-2019 2:00;-1.3125;4.011727726;3.436247819;67.57912491;0.200000003
1-8-2019 3:00;-1.3125;3.976107022;3.528933956;5.959911245;0.202166753
1-8-2019 4:00;-1.3125;3.967947043;3.552718005;-0.462768876;0.293468845
1-8-2019 5:00;-1.3125;3.989463932;3.362858779;-0.508871113;0.300000012
1-8-2019 6:00;-1.3125;3.990077231;3.463681453;-0.454517714;0.234476395
1-8-2019 7:00;-1.3125;4.084862736;3.551354716;-0.341027299;0.205944865
1-8-2019 8:00;-1.3125;4.139658481;3.496827037;-0.330546987;0.264693787
1-8-2019 9:00;-1.3125;4.140075277;3.457098481;-0.325181322;0.300000012
1-8-2019 10:00;-1.3125;4.1495513;3.627799079;-0.328531756;-6.102991749
1-8-2019 11:00;-1.3125;4.177508171;3.573365755;-0.368840896;0.01361325
1-8-2019 12:00;-1.3125;4.188271433;3.745847731;-0.316497314;0.09258064
1-8-2019 13:00;-1.3125;4.195607749;3.74781785;-0.29828802;0.184244503
1-8-2019 14:00;-1.3125;4.203539902;3.65447933;-0.328314071;0.275547287
1-8-2019 15:00;-1.3125;4.113274285;3.515105244;-0.337294671;0.703782081
1-8-2019 16:00;-1.3125;4.084420102;3.495383886;-0.269097407;0.984908996
1-8-2019 17:00;-1.3125;4.199219547;3.54322298;-0.395267266;1.098188051
1-8-2019 18:00;-1.3125;4.289821281;3.542992847;-0.408395583;1.100500024
1-8-2019 19:00;-1.3125;4.282661731;3.544511943;-0.4999832;1.195631352
1-8-2019 20:00;-1.3125;4.185368093;3.457195959;-0.553950645;1.207907596
1-8-2019 21:00;-1.3125;4.142125875;3.460084238;-0.552781813;1.299944397
1-8-2019 22:00;-1.3125;4.075039391;3.461537628;-0.519991296;1.326295792
1-8-2019 23:00;-1.3125;4.052459199;3.443483735;-0.485597612;1.399999976
1-9-2019 0:00;50.81334724;67.62026006;89.74729615;56.57312755;133.3301993
1-9-2019 1:00;60.65719215;63.35726634;89.78430284;51.33530693;41.30510811
1-9-2019 2:00;54.80799555;58.48911008;88.54170956;48.20440956;0.658109336
1-9-2019 3:00;51.55560535;53.18648187;85.62631512;55.78246191;174.1678856
1-9-2019 4:00;56.24739118;64.72407525;85.52352347;50.27912796;19.95771582
1-9-2019 5:00;51.62326126;66.41581421;83.63272197;49.91596916;173.8995349
1-9-2019 6:00;57.8630653;61.15407966;81.75654589;54.64035888;0.849144774
1-9-2019 7:00;47.73636969;55.80024518;81.58107012;49.22432944;159.9915939
1-9-2019 8:00;57.86368829;50.511109;78.63551369;52.26215519;47.01079343
1-9-2019 9:00;49.34212754;66.08835548;77.40435015;53.63072086;177.8659313
1-9-2019 10:00;59.75148833;63.6706997;77.3587097;48.22834551;12.6774421
1-9-2019 11:00;50.75499185;58.31130453;82.55975245;54.03395172;87.41971769
1-9-2019 12:00;55.19426257;52.96607565;92.10540937;52.65471803;87.57249333
1-9-2019 13:00;52.29351787;66.00604882;91.70163875;47.2715449;97.50406039
1-9-2019 14:00;55.86766882;66.14844005;87.69709442;56.21537374;99.96202626
1-9-2019 15:00;53.73889037;60.82285787;87.67423136;51.58816199;0.687367637
1-9-2019 16:00;50.442292;55.60607021;86.66297961;47.71412296;174.3905621
1-9-2019 17:00;55.21591636;52.77362291;83.80572652;56.22693846;24.18616898
1-9-2019 18:00;51.82923015;68.58916382;83.74125061;50.53147464;174.4757692
1-9-2019 19:00;55.02565767;62.34293363;81.93230661;49.76281263;10.63447788
1-9-2019 20:00;51.37693083;55.67154175;79.8099817;54.97712315;164.7477284
1-9-2019 21:00;52.32212688;60.40249001;79.69674676;49.54841406;93.116445
1-9-2019 22:00;53.68138069;66.49903988;76.77618683;51.41928428;103.6381403
1-9-2019 23:00;49.83044202;59.96696765;75.09584934;53.8559617;145.4103188
1-10-2019 0:00;50.41172015;71.25266781;77.08286059;47.70973111;176.6359195
1-10-2019 1:00;62.22864745;67.56757538;73.8585504;55.61188788;1.522715089
1-10-2019 2:00;55.04367876;63.58722451;73.9176608;50.58533866;1.452600794
1-10-2019 3:00;51.95341179;59.2337173;73.88312414;48.12912566;174.5521683
1-10-2019 4:00;62.55800272;55.33504067;72.99772202;46.60130332;1.590987327
1-10-2019 5:00;55.73511052;52.2857884;69.90318594;59.24589049;19.35614518
1-10-2019 6:00;51.00782262;71.47627028;69.93289327;55.95302857;174.8340945
1-10-2019 7:00;64.34957079;67.79751951;69.93543367;53.48521715;1.626096891
1-10-2019 8:00;57.54631762;64.03679272;70.17694753;50.97769548;1.520050894
1-10-2019 9:00;51.02186088;60.28935885;70.18590862;48.00532934;116.2950145
1-10-2019 10:00;61.8848564;56.84919069;66.37795197;53.92491044;60.04505981
1-10-2019 11:00;61.14347149;53.68984559;66.40619682;50.07457504;1.500166833
1-10-2019 12:00;55.1317689;58.27546867;63.9308126;52.3470358;19.63549245
1-10-2019 13:00;49.17110188;70.78721136;96.96326304;52.77512805;135.7080932
1-10-2019 14:00;61.66810272;67.46338867;101.1660156;48.10969883;40.21503237
1-10-2019 15:00;59.41014245;64.32393923;101.1660156;54.48795762;1.431287206
1-10-2019 16:00;53.31650389;60.85226262;101.1660156;49.98091897;1.399999976
1-10-2019 17:00;53.61563083;57.55422358;101.1827743;52.53708016;174.4657477
1-10-2019 18:00;63.4474292;54.21344651;101.1763033;51.54523545;1.552288429
1-10-2019 19:00;57.63216931;53.93614883;99.44607856;50.42562518;19.81998269
1-10-2019 20:00;51.97914301;71.72219554;97.80838934;53.12574849;68.02394727
1-10-2019 21:00;59.30116323;68.33778846;96.57090798;48.12520711;108.1906857
1-10-2019 22:00;62.3347959;65.31717268;93.22895622;55.17707837;1.485404774
1-10-2019 23:00;56.57463926;61.9827684;93.22980467;49.50584001;1.399999976
1-11-2019 0:00;58.43009157;61.7865296;98.7223745;56.84416869;3.518851954
1-11-2019 1:00;58.00167861;61.77065683;98.40260068;47.84538856;3.505277773
1-11-2019 2:00;57.55817418;61.78106549;94.33397675;55.37901365;3.500611111
1-11-2019 3:00;57.10682828;61.76898652;94.17190986;48.23066095;3.502866414
1-11-2019 4:00;56.68224673;61.7832969;90.36717856;55.24027764;3.502911747
1-11-2019 5:00;56.38042543;61.77451727;90.39077951;48.58982192;3.500166667
1-11-2019 6:00;55.94589385;60.83784876;86.52782832;54.86203978;3.503833219
1-11-2019 7:00;55.43948884;59.30568726;86.45180765;50.97408014;3.5
1-11-2019 8:00;54.81783581;59.23700379;86.07375808;46.71445697;3.5
1-11-2019 9:00;51.02143422;57.27098258;85.11664955;56.94613605;62.43173966
1-11-2019 10:00;57.91084086;54.25982573;85.11654469;51.44446403;118.6602818
1-11-2019 11:00;60.91753114;54.05834882;83.87735515;47.61034457;23.15021585
1-11-2019 12:00;54.5651733;71.07730615;80.68923343;57.17746552;3.400000095
1-11-2019 13:00;53.01667704;67.44602583;80.68901582;50.39421686;177.4463437
1-11-2019 14:00;63.13319851;63.69361518;78.92952482;51.49299792;3.709777927
1-11-2019 15:00;56.27929789;59.80336614;76.98365596;55.94452835;3.700000048
1-11-2019 16:00;50.23611689;56.07064135;83.68423163;49.46385993;174.143585
1-11-2019 17:00;64.41629179;52.31229049;101.1757965;53.87351477;7.080233344
1-11-2019 18:00;57.85470944;66.98391378;101.1757965;54.17027024;22.61478976
1-11-2019 19:00;51.02331291;68.37740618;101.1757965;48.33551142;52.45718003
1-11-2019 20:00;56.10026531;64.72721656;101.1757965;54.73001887;128.5211816
1-11-2019 21:00;59.26030884;60.8391399;101.1757965;52.78930589;3.797055844
1-11-2019 22:00;52.10965893;56.86129995;101.136431;47.37984076;30.57534076
1-11-2019 23:00;55.28963713;53.00970244;98.86450848;58.56646643;150.7278066
1-12-2019 0:00;51.46579187;48.51299698;95.89780414;50.17501314;109.032474
1-12-2019 1:00;60.07941693;43.51348075;94.22470194;49.6400479;67.98757339
1-12-2019 2:00;58.72619338;54.36642596;91.99143349;55.57846962;23.14928536
1-12-2019 3:00;51.30843916;58.33991956;94.33771539;49.74352812;92.84821461
1-12-2019 4:00;58.51218524;53.35577085;101.1875;51.79687833;85.52519645
1-12-2019 5:00;56.72297361;48.06426624;101.1875;54.2242311;1.599666746
1-12-2019 6:00;48.80011123;42.92601647;101.1875;48.72590528;134.1065089
1-12-2019 7:00;58.87939848;52.0284041;101.1875;53.48914888;64.20119747
1-12-2019 8:00;54.19260188;56.64421125;101.1875;53.19102853;1.594234078
1-12-2019 9:00;49.55019901;51.76287881;101.1875;47.77523364;175.0141599
1-12-2019 10:00;60.1452257;46.69249463;101.1875;55.36863673;1.600999969
1-12-2019 11:00;52.72488398;41.85988979;101.1875;52.14851454;1.678931134
1-12-2019 12:00;47.51616887;56.61319793;101.1875;46.83997565;197.2598039
1-12-2019 13:00;59.17619361;55.94668304;101.1875;57.24915964;1.591611661
1-12-2019 14:00;51.09677268;50.9472969;101.1875;51.15656513;56.76667361
1-12-2019 15:00;55.94504203;46.01097147;100.333717;48.14513055;120.11784
1-12-2019 16:00;57.30695802;42.23080113;98.39453125;56.28494711;23.67220799
1-12-2019 17:00;49.74744166;59.90095585;98.39453125;50.12421915;123.400611
1-12-2019 18:00;59.33948585;54.92872118;96.16183847;50.54139405;53.5790623
1-12-2019 19:00;55.80942197;50.06786526;94.09579008;54.83625863;1.5
1-12-2019 20:00;48.54726837;44.65773731;94.04210986;49.20787691;173.2319589
1-12-2019 21:00;60.98705008;48.71445514;91.34640293;52.42427767;24.46611003
1-12-2019 22:00;52.94112697;58.12201604;90.06431748;53.63425025;36.80597661
1-12-2019 23:00;53.81637041;51.98628213;90.09149696;48.18718035;139.9815678
13-1-2019 0:00;52.5350785;42.2144418;84.28546128;57.91298551;0
13-1-2019 1:00;45.12564552;53.47300243;84.30427867;52.5617612;139.1623163
13-1-2019 2:00;53.73174553;57.26909006;80.25254303;60.34378614;52.35016033
13-1-2019 3:00;49.1018099;52.19845319;80.22796927;57.09894349;39.99094895
13-1-2019 4:00;51.02999709;47.141212;79.67406606;51.77949626;132.961405
13-1-2019 5:00;53.95481323;42.51009907;76.28376501;61.9941241;0
13-1-2019 6:00;47.01440744;58.23682047;76.27970458;56.29173215;71.8498628
13-1-2019 7:00;51.43437476;58.41763954;75.15543234;52.54946064;119.8399122
13-1-2019 8:00;52.76998235;53.70686021;72.23435771;61.68085494;0
13-1-2019 9:00;46.08620104;48.44176221;72.23740886;55.47628868;172.8480497
13-1-2019 10:00;56.12071144;43.22577586;70.4676591;54.64561758;0
13-1-2019 11:00;46.61844944;52.09359931;68.21285482;60.37002896;128.5477479
13-1-2019 12:00;50.50387852;55.76300966;68.21289063;54.66575844;85.52694287
13-1-2019 13:00;46.09843354;49.23564544;65.75544149;56.69279901;88.73202415
13-1-2019 14:00;50.04703862;42.86958809;64.13477325;59.22500501;84.24293274
13-1-2019 15:00;47.47885858;55.86731518;64.13516381;53.93346035;109.6441001
13-1-2019 16:00;52.92853962;56.0661032;61.2320018;57.70479012;81.131272
13-1-2019 17:00;50.36377527;50.86049825;60.13909937;58.51355745;0
13-1-2019 18:00;47.0027328;45.31013391;60.14748375;53.21954577;172.7693351
13-1-2019 19:00;52.86201014;46.42878436;56.68859909;59.1541774;17.85028542
13-1-2019 20:00;44.48681766;58.46417122;56.12722266;57.78756142;172.1496492
13-1-2019 21:00;55.62584826;53.23946407;56.09261235;52.48072218;0.697579033
13-1-2019 22:00;46.17018295;47.88296223;52.19875824;60.38616286;106.8612616
13-1-2019 23:00;53.15935661;42.77036105;52.14844131;57.01754709;80.77812418
14-1-2019 0:00;49.7070916;60.86683092;51.61443837;51.6855368;3.918245305
14-1-2019 1:00;47.82219539;55.97564507;48.18405986;61.67903735;172.6541601
14-1-2019 2:00;53.73874916;50.77606276;48.1961191;56.1538398;0
14-1-2019 3:00;46.16736309;46.16306094;47.10007707;52.40215557;78.16166579
14-1-2019 4:00;53.38531021;42.19676846;44.22069931;62.53962969;95.07598525
14-1-2019 5:00;55.52829644;57.69186765;44.26499293;58.37187833;20.2778665
14-1-2019 6:00;49.76280816;59.68424751;44.28510362;53.18771287;0
14-1-2019 7:00;44.06023404;56.16984373;40.85161116;59.7083693;154.72809
14-1-2019 8:00;58.31686756;52.7666909;45.15032001;61.26407649;17.89721064
14-1-2019 9:00;54.01434433;49.34228683;61.20586354;58.79512366;0
14-1-2019 10:00;45.10336248;44.84265823;91.56549659;56.33890181;172.413868
14-1-2019 11:00;56.55714664;50.56506167;101.1913986;53.86523147;19.65706386
14-1-2019 12:00;52.23300939;62.22100736;101.1913986;51.3509421;0
14-1-2019 13:00;48.55207976;60.73624586;101.1913986;61.54321209;0
14-1-2019 14:00;46.32981192;59.97132156;101.1913986;61.55835578;40.06843972
