;column1;column2;column3;column4;column5;column6
130;1.0;8.858947753999999;9.159977912999999;14.92125034;;
131;1.0;8.858947753999999;9.159977912999999;14.92125034;;
132;1.0;8.858947753999999;9.159977912999999;14.92125034;;
133;1.0;8.858947753999999;9.159977912999999;14.92125034;;
134;1.0;8.858947753999999;9.159977912999999;14.92125034;;
135;1.0;8.858947753999999;9.159977912999999;14.92125034;;
136;1.0;8.858947753999999;9.159977912999999;14.92125034;;
137;1.0;8.858947753999999;9.159977912999999;14.92125034;;
138;1.0;8.858947753999999;8.098916123;14.92125034;;
139;1.0;8.858947753999999;8.084796906000001;14.92125034;;
140;1.0;8.858947753999999;8.084796906000001;14.92125034;;
141;1.0;8.858947753999999;8.084796906000001;14.92125034;;
142;1.0;8.858947753999999;8.084796906000001;14.92125034;;
143;1.0;8.858947753999999;8.084796906000001;14.92125034;;
144;1.0;8.990621961;8.153979301;14.92125034;;
145;1.0;9.667167045;10.21084023;14.92125034;;
146;1.0;9.830611787999999;9.159977912999999;14.92125034;;
147;1.0;9.859992027;10.21084023;14.92125034;;
148;1.0;9.859992027;10.21084023;14.92125034;;
149;1.0;9.859992027;10.21084023;14.92125034;;
150;1.0;9.862524986;8.154808691;14.92125034;;
151;1.0;9.862524986;9.159977912999999;14.92125034;;
152;1.0;9.862524986;9.159977912999999;14.92125034;;
153;1.0;9.862524986;9.159977912999999;14.92125034;;
154;1.0;9.862524986;9.159977912999999;14.92125034;;
155;1.0;9.862524986;9.159977912999999;14.92125034;;
156;1.0;9.862524986;9.159977912999999;14.92125034;;
157;1.0;9.862524986;9.159977912999999;14.92125034;;
158;1.0;9.862524986;9.159977912999999;14.92125034;;
159;1.0;9.862524986;9.159977912999999;14.92125034;;
160;1.0;9.862524986;9.159977912999999;14.92125034;;
161;1.0;9.865686417000001;10.16802979;14.92125034;;
162;1.0;9.865686417000001;10.16802979;14.92125034;;
163;1.0;9.865686417000001;10.16802979;14.92125034;;
164;1.0;9.865686417000001;10.16802979;14.92125034;;
165;1.0;9.865686417000001;10.16802979;14.92125034;;
166;1.0;9.865686417000001;10.16802979;14.92125034;;
167;1.0;9.865686417000001;10.16802979;14.92125034;;
168;1.0;9.865686417000001;10.16802979;14.92125034;;
169;1.0;9.865686417000001;10.16802979;14.92125034;;
170;1.0;9.865686417000001;10.16802979;14.92125034;;
171;1.0;9.865686417000001;10.16802979;14.92125034;;
172;1.0;9.865686417000001;10.16802979;14.92125034;;
173;1.0;9.865686417000001;9.686553116;14.92125034;-6.0;-6.0
174;1.0;9.865686417000001;9.153859138;14.92125034;-6.002180792000001;259.8907003
175;1.0;9.865686417000001;9.579351323;14.92125034;-6.567195944;902.9894423000001
176;1.0;9.888931265;10.21084023;14.92125034;-8.671407839;825.0
177;1.0;10.13448616;22.64818184;21.72060966;-6.0;416.19024249999995
178;1.0;10.22437477;9.89382267;13.99904823;-6.0;-6.0
179;1.0;10.22437477;9.89382267;13.99904823;-6.0;-6.0
180;1.0;10.22437477;9.89382267;13.99904823;-6.0;-6.0
181;1.0;10.22437477;9.89382267;13.99904823;-6.0;-6.0
182;1.0;10.22437477;9.89382267;13.99904823;-6.0;-6.0
183;1.0;10.22437477;9.89382267;13.99904823;-6.0;-6.0
184;1.0;10.22437477;9.89382267;13.99904823;-6.0;-6.0
185;1.0;10.22437477;9.89382267;13.99904823;-6.0;-6.0
186;1.0;10.2579174;12.73774684;13.99904823;-6.0;-6.0
187;1.0;10.2579174;12.97400665;13.99904823;-6.0;-6.0
188;1.0;10.2579174;13.12873254;13.99904823;-6.0;-6.0
189;1.0;10.2579174;14.005216599999999;13.99904823;29.88086417;1042.408117
190;1.0;10.2579174;14.12471521;13.99904823;34.11349972;1035.100144
191;1.0;10.2579174;15.02066803;13.99904823;15.82348722;287.82574189999997
192;1.0;10.2579174;15.51813201;13.99904823;19.22252361;312.2454269
193;1.0;10.2579174;16.07024574;13.99904823;19.71090917;393.0793544
194;1.0;10.2579174;16.80792784;13.99904823;19.71850083;395.09088169999995
195;1.0;10.2579174;17.08569145;13.99904823;18.63242667;386.79292169999997
196;1.0;10.28693546;22.69417077;21.72060966;18.5398675;385.76556969999996
197;1.0;10.29628989;22.80208641;21.72060966;21.22793111;446.4290931
198;1.0;10.30354669;22.92595787;21.72060966;17.39526778;454.55595250000005
199;1.0;10.36983147;22.90574444;21.72060966;16.64572111;451.045375
200;1.0;10.37522984;9.323992729;12.86705017;15.61557111;295.64556469999997
201;1.0;10.37522984;9.323992729;12.86705017;16.44977194;351.4166608
202;1.0;10.37522984;9.323992729;12.86705017;24.30216167;353.80533110000005
203;1.0;10.37522984;8.681419596;12.86705017;15.06316972;329.00320919999996
204;1.0;10.38829973;8.225043297000001;12.86705017;21.40816333;521.469755
205;1.0;10.42294978;9.89382267;13.99904823;19.19363333;569.7069981000001
206;1.0;10.45713997;6.207331181;16.47001076;23.73738222;560.9720642000001
207;1.0;10.45713997;6.207331181;16.47001076;22.66463222;492.40663610000007
208;1.0;10.45713997;6.207331181;16.47001076;22.30711528;407.4487094
209;1.0;10.45713997;6.207331181;16.47001076;20.92296028;407.1717061
210;1.0;10.45713997;6.702315564;16.47001076;19.72736139;405.9447283
211;1.0;10.45713997;7.219798087999999;16.47001076;4.5316475;408.0487564
212;1.0;10.45713997;7.219798087999999;16.47001076;9.606575832999999;409.18383670000003
213;1.0;10.45713997;7.219798087999999;16.4380362;10.68315722;280.92859389999995
214;1.0;10.45713997;7.219798087999999;15.46539021;11.75096972;451.5589378
215;1.0;10.45713997;7.219798087999999;15.46539021;13.85817972;186.8649361
216;1.0;10.45713997;7.219798087999999;15.46539021;44.63951028;254.44937169999997
217;1.0;10.45713997;7.219798087999999;15.46539021;13.16531111;392.8308836
218;1.0;10.45713997;7.219798087999999;15.46539021;4.538576944;-6.0
219;1.0;10.5077491;22.87952477;21.72060966;4.199119444;-6.0
220;1.0;10.53479004;6.999542236;13.85396957;5.788631111;48.42337417
221;1.0;10.53479004;6.999542236;13.85396957;20.725270000000002;612.9414419
222;1.0;10.53479004;6.999542236;13.85396957;13.88455417;355.3709194
223;1.0;10.53479004;6.999542236;13.85396957;32.53583306;539.7764103
224;1.0;10.53479004;6.999542236;13.85396957;30.57746639;530.2340803000001
225;1.0;10.53479004;6.999542236;13.85396957;31.11144139;493.42531669999994
226;1.0;10.53479004;6.999542236;13.85396957;35.17565278;653.3187706
227;1.0;10.53479004;7.328752879;13.85396957;31.92437417;607.8455186000001
228;1.0;10.53479004;8.087885857;13.85396957;23.28767278;428.6567942
229;1.0;10.53479004;8.087885857;13.85396957;23.99795472;427.28088310000004
230;1.0;10.53479004;8.087885857;13.85396957;27.45131806;446.1890067
231;1.0;10.53479004;8.087885857;13.85396957;23.11787583;507.0095031
232;1.0;10.53479004;8.087885857;13.85396957;27.20238361;550.3771688999999
233;1.0;10.53479004;8.087885857;13.85396957;25.40959861;528.9525647
234;1.0;10.53479004;8.087885857;13.85396957;26.40825667;544.3534756
235;1.0;10.53479004;8.087885857;13.85396957;26.64037917;557.6950131
236;1.0;10.53479004;8.087885857;13.85396957;27.86278389;555.9894914
237;1.0;10.53479004;8.67303453;13.85396957;23.51723972;326.9552842
238;1.0;10.53479004;9.149910927;13.85396957;24.03428417;347.5216461
239;1.0;10.53479004;9.149910927;13.85396957;23.15402111;347.5200825
240;1.0;10.57060181;17.08569145;13.99904823;19.535655;353.40619080000005
241;1.0;10.59838946;10.16802979;14.92125034;4.422333056;338.0
242;1.0;10.61773116;22.99143309;21.72060966;4.002508889;338.0
243;1.0;10.70260296;22.85762356;21.72060966;4.0;338.0
244;1.0;10.70944363;23.05995709;21.72060966;4.0;169.7188311
245;1.0;10.71337724;10.17842007;14.92125034;12.50533944;166.9621608
246;1.0;10.73184536;22.77556147;21.72060966;18.62728444;355.6287097
247;1.0;10.75293959;7.219798087999999;15.46539021;15.41046556;356.2758983
248;1.0;10.80882877;22.735146899999997;21.72060966;17.01979139;365.9553175
249;1.0;10.83873097;22.99917288;21.72060966;20.54888556;385.67258860000004
250;1.0;10.86458015;10.16732979;12.9101696;17.98970889;392.6428342
251;1.0;10.86458015;10.16732979;12.9101696;18.79228194;444.5953114
252;1.0;10.86458015;10.16732979;12.9101696;20.76899583;581.5747517000001
253;1.0;10.86458015;10.16732979;12.9101696;35.09500333;551.6168828
254;1.0;10.86458015;10.16732979;12.9101696;36.73841444;559.2733122000001
255;1.0;10.86458015;10.16732979;12.9101696;36.74577806;572.3477692000001
256;1.0;10.86458015;10.16732979;12.9101696;34.87796083;502.78947220000003
257;1.0;10.86458015;10.16732979;12.9101696;38.64580944;547.2307311000001
258;1.0;10.86458015;10.16732979;12.9101696;33.11241583;557.3601397000001
259;1.0;10.86458015;10.16732979;12.9101696;36.59208194;601.8126506
260;1.0;10.86458015;10.16732979;12.9101696;40.37280944;689.4458072000001
261;1.0;10.86458015;10.16732979;12.9101696;9.520214999999999;144.1794081
262;1.0;10.86458015;10.16732979;12.9101696;12.80677444;171.01054140000002
263;1.0;10.86458015;10.16732979;12.9101696;19.64714;305.1305256
264;1.0;10.86458015;10.16732979;12.9101696;26.57894778;319.08756580000005
265;1.0;10.86458015;10.16732979;12.9101696;32.40210833;331.55255780000005
266;1.0;10.86458015;10.16732979;12.9101696;33.34755056;327.9303147
267;1.0;10.86458015;10.16732979;12.9101696;29.33402611;313.1640767
268;1.0;10.86458015;10.16732979;12.9101696;20.83044694;219.19675530000004
269;1.0;10.86458015;10.16732979;12.9101696;17.88041972;220.8396736
270;1.0;10.86458015;10.16732979;12.9101696;23.54299944;279.9218303
271;1.0;10.86458015;10.16732979;12.9101696;26.34176694;282.1053372
272;1.0;10.86458015;10.16732979;12.9101696;28.15223972;282.8702475
273;1.0;10.86458015;10.16732979;12.9101696;27.97961528;282.6505472
274;1.0;10.86751188;22.92642309;21.72060966;20.22736944;284.9671328
275;1.0;10.87139988;11.18529034;14.92125034;14.79262278;241.7820511
276;1.0;10.87139988;11.18529034;14.92125034;20.61750333;282.7947725
277;1.0;10.87139988;11.18529034;14.92125034;13.28983639;149.38430780000002
278;1.0;10.87139988;11.18529034;14.92125034;11.42970528;127.17398689999999
279;1.0;10.87139988;11.18529034;14.92125034;13.30731028;116.4047322
280;1.0;10.87139988;11.18529034;14.92125034;25.30674083;640.9778211
281;1.0;10.87139988;11.18529034;14.92125034;35.24310417;629.6344414
282;1.0;10.87139988;10.5218477;14.92125034;41.46937444;626.5817836
283;1.0;10.87139988;10.16802979;14.92125034;36.34979389;577.6016533
284;1.0;10.87578011;10.17842007;14.92125034;26.55955083;341.54870310000007
285;1.0;10.87578011;10.17842007;14.92125034;;
286;1.0;10.87578011;10.17842007;14.92125034;;
287;1.0;10.87578011;10.17842007;14.92125034;;
288;1.0;10.87578011;10.17842007;14.92125034;;
289;1.0;10.87578011;10.17842007;14.92125034;;
290;1.0;10.87578011;10.17842007;14.92125034;;
291;1.0;10.87578011;10.87229079;14.92125034;;
292;1.0;10.87578011;10.32071323;14.92125034;;
293;1.0;10.87578011;10.21084023;14.92125034;;
294;1.0;10.87578011;10.21084023;14.92125034;;
295;1.0;10.87578011;10.21084023;14.92125034;;
296;1.0;10.87578011;10.21084023;14.92125034;;
297;1.0;10.87578011;10.21084023;14.92125034;;
298;1.0;10.87578011;10.21084023;14.92125034;;
299;1.0;10.89883178;6.207331181;16.47001076;;
300;1.0;10.91364956;11.18529034;14.92125034;;
301;1.0;10.91364956;11.18529034;14.92125034;;
302;1.0;10.91364956;11.18529034;14.92125034;;
303;1.0;10.91364956;11.18529034;14.92125034;;
304;1.0;10.91364956;11.18529034;14.92125034;;
305;1.0;10.91364956;11.18529034;14.92125034;;
306;1.0;10.91364956;11.18529034;14.92125034;;
307;1.0;10.97702026;17.50697708;19.08587074;;
308;1.0;10.97702026;17.88588389;19.08587074;;
309;1.0;10.97702026;18.50788879;19.08587074;;
310;1.0;10.97702026;18.50788879;19.08587074;;
311;1.0;10.97702026;18.50788879;19.08587074;;
312;1.0;10.97702026;18.50788879;19.08587074;;
313;1.0;10.97702026;17.69227516;19.08587074;;
314;1.0;10.97702026;17.49573517;19.08587074;;
315;1.0;10.97702026;17.49573517;19.08587074;;
316;1.0;10.97702026;17.49573517;19.08587074;;
317;1.0;10.97702026;17.49573517;19.08587074;;
318;1.0;10.97702026;17.49573517;19.08587074;;
319;1.0;10.97702026;17.49573517;19.08587074;;
320;1.0;10.97702026;17.49573517;19.08587074;;
321;1.0;10.97822731;22.95327281;21.72060966;;
322;1.0;11.03650474;10.76201526;13.99904823;;
323;1.0;11.04117854;23.03664701;21.72060966;;
324;1.0;11.04364014;22.39374924;22.53211809;;
325;1.0;11.04364014;22.39374924;22.7249794;;
326;1.0;11.04364014;22.39374924;22.7249794;;
327;1.0;11.04627991;13.35690022;16.9363308;;
328;1.0;11.04627991;13.35690022;16.9363308;;
329;1.0;11.04627991;13.35690022;16.9363308;;
330;1.0;11.04627991;13.35690022;16.9363308;;
331;1.0;11.04627991;13.35690022;16.9363308;;
332;1.0;11.04627991;13.35690022;16.9363308;;
333;1.0;11.04627991;13.35690022;16.9363308;;
334;1.0;11.04627991;13.35690022;16.9363308;;
335;1.0;11.04627991;13.35690022;16.9363308;;
336;1.0;11.0863429;22.57817457;21.72060966;;
337;1.0;11.09033012;20.31910974;21.95619011;;
338;1.0;11.09033012;19.26110077;21.95619011;;
339;1.0;11.09033012;18.38021895;21.95619011;;
340;1.0;11.09033012;17.92467516;21.95619011;;
341;1.0;11.12201587;21.67289341;22.21157616;;
342;1.0;11.19709305;9.323992729;12.86705017;;
343;1.0;11.21476778;13.35690022;16.9363308;;
344;1.0;11.22647419;17.18537646;21.31640336;;
345;1.0;11.2376461;11.90828991;13.99904823;;
346;1.0;11.2376461;10.95943998;13.99904823;;
347;1.0;11.2376461;10.9034586;13.99904823;;
348;1.0;11.2376461;10.9034586;13.99904823;;
349;1.0;11.2376461;10.9034586;13.99904823;;
350;1.0;11.2376461;10.59307295;13.99904823;;
351;1.0;11.24272346;10.94307232;13.99904823;;
352;1.0;11.24272346;11.63527769;13.99904823;;
353;1.0;11.24760437;10.89517879;14.81674374;;
354;1.0;11.24760437;10.89517879;13.99904823;;
355;1.0;11.24760437;10.89517879;13.99904823;;
356;1.0;11.24760437;10.89517879;13.99904823;;
357;1.0;11.24760437;10.89517879;13.99904823;;
358;1.0;11.24760437;10.89517879;13.99904823;;
359;1.0;11.24760437;10.89517879;13.99904823;;
360;1.0;11.24760437;10.89517879;13.99904823;;
361;1.0;11.24760437;10.89858369;13.99904823;;
362;1.0;11.261006199999999;11.95959759;13.99904823;;
363;1.0;11.26872347;11.18529034;14.57178066;;
364;1.0;11.27317047;17.08569145;13.99904823;;
365;1.0;11.27317047;17.08569145;13.99904823;;
366;1.0;11.27317047;17.08569145;13.99904823;;
367;1.0;11.27317047;17.08569145;13.99904823;;
368;1.0;11.27317047;17.08569145;13.99904823;;
369;1.0;11.27317047;17.08569145;13.99904823;;
370;1.0;11.27317047;17.08569145;13.99904823;;
371;1.0;11.27317047;17.08569145;13.99904823;;
372;1.0;11.27317047;17.08569145;13.99904823;;
373;1.0;11.27317047;17.08569145;13.99904823;;
374;1.0;11.2840839;10.16732979;12.9101696;;
375;1.0;11.31499386;17.96676254;19.04515648;;
376;1.0;11.31499386;17.8951942;19.04515648;;
377;1.0;11.31499386;16.96168327;19.04515648;;
378;1.0;11.31499386;16.96168327;19.04515648;;
379;1.0;11.31499386;16.96168327;19.04515648;;
380;1.0;11.31499386;16.96168327;19.04515648;;
381;1.0;11.31499386;16.96168327;19.04515648;;
382;1.0;11.31499386;16.96168327;19.04515648;;
383;1.0;11.35553301;17.08569145;13.99904823;;
384;1.0;11.36301113;11.95959759;13.99904823;;
385;1.0;11.39196014;9.323992729;12.86705017;;
386;1.0;11.39196014;9.323992729;12.86705017;;
387;1.0;11.39196014;9.323992729;12.86705017;;
388;1.0;11.39589024;16.50303578;21.31497955;;
389;1.0;11.40379333;17.21760794;15.72511292;;
390;1.0;11.40379333;17.34102631;15.72511292;;
391;1.0;11.40379333;17.34102631;15.72511292;;
392;1.0;11.42123985;8.225043297000001;12.86705017;;
393;1.0;11.42123985;8.225043297000001;12.86705017;;
394;1.0;11.42123985;8.225043297000001;12.86705017;;
395;1.0;11.42123985;8.982449139;12.86705017;;
396;1.0;11.42123985;9.277830124;12.86705017;;
397;1.0;11.42123985;9.277830124;12.86705017;;
398;1.0;11.42123985;9.277830124;12.86705017;;
399;1.0;11.42123985;9.277830124;12.86705017;;
400;1.0;11.42123985;9.277830124;12.86705017;;
401;1.0;11.43224492;11.18529034;14.92125034;;
402;1.0;11.43877602;10.64375782;15.71782303;;
403;1.0;11.43877602;10.64375782;15.71782303;;
404;1.0;11.43877602;10.64375782;15.71782303;;
405;1.0;11.43877602;10.64375782;15.71782303;;
406;1.0;11.43877602;10.64375782;15.71782303;;
407;1.0;11.43877602;10.64375782;15.71782303;;
408;1.0;11.43877602;10.64375782;15.71782303;;
409;1.0;11.43877602;10.64375782;15.71782303;;
410;1.0;11.43877602;10.91734411;15.71782303;;
411;1.0;11.43877602;11.66106987;15.71782303;;
412;1.0;11.43877602;11.66106987;15.71782303;;
413;1.0;11.43877602;11.66106987;15.71782303;;
414;1.0;11.43877602;11.66106987;15.71782303;;
415;1.0;11.43877602;11.66106987;15.71782303;;
416;1.0;11.43877602;11.66106987;15.71782303;;
417;1.0;11.43877602;11.66106987;15.71782303;;
418;1.0;11.43877602;11.66106987;15.71782303;;
419;1.0;11.43877602;11.66106987;15.71782303;;
420;1.0;11.43877602;11.66106987;15.71782303;;
421;1.0;11.43877602;11.66106987;15.71782303;;
422;1.0;11.43877602;11.66106987;15.71782303;;
423;1.0;11.43877602;11.66106987;15.71782303;;
424;1.0;11.43877602;11.66106987;15.71782303;;
425;1.0;11.485400199999999;7.219798087999999;15.46539021;;
426;1.0;11.485400199999999;7.219798087999999;15.46539021;;
427;1.0;11.485400199999999;7.219798087999999;15.46539021;;
428;1.0;11.485400199999999;7.219798087999999;15.46539021;;
429;1.0;11.485400199999999;7.219798087999999;15.46539021;;
430;1.0;11.485400199999999;7.219798087999999;15.46539021;;
431;1.0;11.485400199999999;7.219798087999999;15.46539021;;
432;1.0;11.485400199999999;7.219798087999999;15.46539021;;
433;1.0;11.485400199999999;7.219798087999999;15.46539021;;
434;1.0;11.485400199999999;7.219798087999999;15.46539021;;
435;1.0;11.485400199999999;7.219798087999999;15.46539021;;
436;1.0;11.485400199999999;7.219798087999999;15.46539021;;
437;1.0;11.485400199999999;7.219798087999999;15.46539021;;
438;1.0;11.485400199999999;7.219798087999999;15.46539021;;
439;1.0;11.485400199999999;7.219798087999999;15.46539021;;
440;1.0;11.485400199999999;7.219798087999999;15.46539021;;
441;1.0;11.485400199999999;6.23571879;15.46539021;;
442;1.0;11.485400199999999;6.167549133;15.46539021;;
443;1.0;11.485400199999999;6.167549133;15.46539021;;
444;1.0;11.50325915;15.92356132;21.13426646;;
445;1.0;11.50704002;15.91539001;21.12789917;;
446;1.0;11.50704002;15.91539001;21.12789917;;
447;1.0;11.50704002;15.91539001;21.12789917;;
448;1.0;11.50704002;15.91539001;21.12789917;;
449;1.0;11.50704002;15.91539001;21.12789917;;
450;1.0;11.51803403;9.149910927;13.85396957;;
451;1.0;11.56289959;9.149910927;13.85396957;;
452;1.0;11.56289959;9.149910927;13.85396957;;
453;1.0;11.56289959;9.149910927;13.85396957;;
454;1.0;11.56289959;9.149910927;13.85396957;;
455;1.0;11.56289959;9.149910927;13.85396957;;
456;1.0;11.56289959;9.149910927;13.85396957;;
457;1.0;11.56289959;9.149910927;13.85396957;;
458;1.0;11.56289959;9.149910927;13.85396957;;
459;1.0;11.56289959;9.149910927;13.85396957;;
460;1.0;11.56289959;9.149910927;13.85396957;;
461;1.0;11.56289959;9.149910927;13.85396957;;
462;1.0;11.56289959;9.286888186;13.85396957;;
463;1.0;11.56289959;10.17448044;13.85396957;;
464;1.0;11.56289959;10.17448044;13.85396957;;
465;1.0;11.56502809;10.64375782;15.71782303;;
466;1.0;11.62043953;12.02600002;16.51837921;;
467;1.0;11.62043953;12.02600002;16.51837921;;
468;1.0;11.62043953;12.02600002;16.51837921;;
469;1.0;11.62043953;12.02600002;16.51837921;;
470;1.0;11.62043953;12.02600002;16.51837921;;
471;1.0;11.62043953;12.65562425;16.51837921;;
472;1.0;11.62043953;13.12419033;16.51837921;;
473;1.0;11.62043953;13.12419033;16.51837921;;
474;1.0;11.62043953;13.23411828;16.51837921;;
475;1.0;11.62043953;14.17341042;16.51837921;;
476;1.0;11.63581399;11.18529034;14.92125034;;
